File_name,airplane_title,max_speed_kmph,error,range_km
0-List_of_aircraft.html,['List of aircraft - Wikipedia'],,1,
1-List_of_aircraft_(0%E2%80%93Ah).html,['List of aircraft (0–Ah) - Wikipedia'],,1,
10-List_of_aircraft_(Ai%E2%80%93Am).html,['List of aircraft (Ai–Am) - Wikipedia'],,1,
100-List_of_aircraft_(Tr).html,['List of aircraft (Tr) - Wikipedia'],,1,
1000-Breguet_4.html,['Bréguet 4 - Wikipedia'],138,0,399
10000-Nieuport_82.html,['Nieuport 14 - Wikipedia'],,1,
10001-Nieuport_140.html,['Loire-Nieuport LN.401 - Wikipedia'],380,0,1200
10002-Nieuport_160.html,['Loire-Nieuport 161 - Wikipedia'],478,0,
10003-Nieuport_Madon.html,['Nieuport Madon - Wikipedia'],220,0,
10004-Nieuport_monoplane.html,['Nieuport - Wikipedia'],,1,
10005-Nieuport_Scout.html,['Nieuport 17 - Wikipedia'],170,0,
10006-Nieuport_83.html,['Nieuport 10 - Wikipedia'],140,0,300
10007-Nieuport_Triplane.html,['Nieuport Triplane - Wikipedia'],,1,
10008-Nieuport_%26_General_Aircraft.html,['Nieuport &amp; General Aircraft - Wikipedia'],,1,
10009-Nieuport-Delage_NiD_30.html,['Nieuport-Delage NiD 30 - Wikipedia'],172,0,420
1001-Breguet_5.html,['Bréguet 5 - Wikipedia'],136,0,700
10010-Nieuport_Nighthawk.html,['Nieuport Nighthawk - Wikipedia'],243,0,
10011-Nieuport-Delage_Sesquiplan.html,['Nieuport-Delage Sesquiplan - Wikipedia'],300,0,400
10012-Nieuport_B.N.1.html,['Nieuport B.N.1 - Wikipedia'],204,0,
10013-Nieuport-Delage_NiD_31.html,['Nieuport 31 - Wikipedia'],230,0,
10014-Nieuport_London.html,['Nieuport London - Wikipedia'],160,0,
10015-Nieuport_Nightjar.html,['Gloster Nightjar - Wikipedia'],190,0,
10016-Nieuport-Delage.html,['Nieuport - Wikipedia'],,1,
10017-Nieuport-Delage_NiD_32.html,['Nieuport-Delage NiD 32 - Wikipedia'],193,0,600
10018-Nieuport-Delage_NiD_37.html,['Nieuport-Delage NiD 37 - Wikipedia'],250,0,
10019-Nieuport-Delage_NiD_38.html,['Nieuport-Delage NiD 38 - Wikipedia'],160,0,350
1002-Breguet_6.html,['Bréguet 5 - Wikipedia'],136,0,700
10020-Nieuport-Delage_NiD_39.html,['Nieuport-Delage NiD 39 - Wikipedia'],175,0,375
10021-Nieuport-Delage_NiD_33.html,['Nieuport-Delage NiD 29 - Wikipedia'],235,0,580
10022-Nieuport-Delage_NiD_40.html,['Nieuport-Delage NiD 29 - Wikipedia'],235,0,580
10023-Nieuport-Delage_NiD_41.html,['Nieuport-Delage Sesquiplan - Wikipedia'],300,0,400
10024-Nieuport-Delage_NiD_42.html,['Nieuport-Delage NiD 42 - Wikipedia'],265,0,400
10025-Nieuport-Delage_NiD_43.html,['Nieuport-Delage NiD 43 - Wikipedia'],200,0,
10026-Nieuport-Delage_NiD_48.html,['Nieuport-Delage NiD 48 - Wikipedia'],276,0,
10027-Nieuport-Delage_NiD_44.html,['Nieuport-Delage NiD 42 - Wikipedia'],265,0,400
10028-Nieuport-Delage_NiD_450.html,['Nieuport-Delage NiD 450 - Wikipedia'],560,0,380
10029-Nieuport-Delage_NiD_52.html,['Nieuport-Delage NiD 52 - Wikipedia'],260,0,400
1003-Br%C3%A9guet_XI_Corsaire.html,['Bréguet 11 Corsaire - Wikipedia'],148,0,900
10030-Nieuport-Delage_NiD_46.html,['Nieuport-Delage NiD 42 - Wikipedia'],265,0,400
10031-Nieuport-Delage_NiD_481.html,['Nieuport-Delage NiD 48 - Wikipedia'],276,0,
10032-Nieuport-Delage_NiD_48bis.html,['Nieuport-Delage NiD 48 - Wikipedia'],276,0,
10033-Nieuport-Delage_NiD_50_HB.4.html,['Nieuport-Delage NiD 50 HB.4 - Wikipedia'],,1,
10034-Curtiss_C-46_Commando.html,['Curtiss C-46 Commando - Wikipedia'],430,0,3150
10035-Curtiss_C-10_Robin.html,['Curtiss Robin - Wikipedia'],5,0,785
10036-Curtiss_C-30_Condor.html,['Curtiss T-32 Condor II - Wikipedia'],310,0,716
10037-Curtiss_C-55_Commando.html,['Curtiss C-46 Commando - Wikipedia'],430,0,3150
10038-Curtiss_BT-4.html,['Curtiss Falcon - Wikipedia'],3,0,647
10039-Curtiss_C-76_Caravan.html,['Curtiss-Wright C-76 Caravan - Wikipedia'],309,0,750
1004-Breguet_12.html,['Bréguet 5 - Wikipedia'],136,0,700
10040-Curtiss_C-113_Commando.html,['Curtiss C-46 Commando - Wikipedia'],430,0,3150
10041-Curtiss_C-143.html,['Curtiss-Wright X-19 - Wikipedia'],740,0,450
10042-Curtiss_F-87_Blackhawk.html,['Curtiss-Wright XF-87 Blackhawk - Wikipedia'],970,0,1000
10043-Curtiss_GS-1.html,['Curtiss GS - Wikipedia'],,1,
10044-Curtiss_CO-X.html,['Curtiss P-1 Hawk - Wikipedia'],5,0,300
10045-Curtiss_GS-2.html,['Curtiss GS - Wikipedia'],,1,
10046-Curtiss_XNBS-4.html,['Curtiss XNBS-4 - Wikipedia'],160,0,620
10047-Curtiss_O-1_Falcon.html,['Curtiss Falcon - Wikipedia'],3,0,647
10048-Curtiss_O-12.html,['Curtiss Falcon - Wikipedia'],3,0,647
10049-Curtiss_O-11.html,['Curtiss Falcon - Wikipedia'],3,0,647
1005-Breguet_14.html,['Bréguet 14 - Wikipedia'],195,0,1900
10050-Curtiss_O-24.html,['Curtiss O-24 - Wikipedia'],,1,
10051-Curtiss_O-13.html,['Curtiss Falcon - Wikipedia'],3,0,647
10052-Curtiss_O-16.html,['Curtiss Falcon - Wikipedia'],3,0,647
10053-Curtiss_O-18.html,['Curtiss Falcon - Wikipedia'],3,0,647
10054-Curtiss_O-26.html,['Curtiss Falcon - Wikipedia'],3,0,647
10055-Curtiss_O-30.html,['Curtiss XO-30 - Wikipedia'],,1,
10056-Curtiss_O-40_Raven.html,['Curtiss O-40 Raven - Wikipedia'],1,0,324
10057-Curtiss_O-39.html,['Curtiss Falcon - Wikipedia'],3,0,647
10058-Curtiss_O-52_Owl.html,['Curtiss O-52 Owl - Wikipedia'],350,0,
10059-Curtiss_P-6.html,['Curtiss P-6 Hawk - Wikipedia'],311,0,244
1006-Breguet_16.html,['Bréguet 16 - Wikipedia'],160,0,900
10060-Curtiss_P-1.html,['Curtiss P-1 Hawk - Wikipedia'],5,0,300
10061-Curtiss_P-2.html,['Curtiss P-1 Hawk - Wikipedia'],5,0,300
10062-Curtiss_P-3.html,['Curtiss P-1 Hawk - Wikipedia'],5,0,300
10063-Curtiss_P-14.html,['Thomas-Morse XP-13 Viper - Wikipedia'],277,0,168
10064-Curtiss_P-5.html,['Curtiss P-1 Hawk - Wikipedia'],5,0,300
10065-Curtiss_P-10.html,['Curtiss XP-10 - Wikipedia'],307,0,461
10066-Curtiss_P-11_Hawk.html,['Curtiss P-6 Hawk - Wikipedia'],311,0,244
10067-Curtiss_P-18.html,['Curtiss XP-18 - Wikipedia'],,1,
10068-Curtiss_P-20_Hawk.html,['Curtiss YP-20 - Wikipedia'],5,0,237
10069-Curtiss_P-21.html,['Curtiss P-1 Hawk - Wikipedia'],5,0,300
1007-CAC_Wirraway.html,['CAC Wirraway - Wikipedia'],350,0,720
10070-Curtiss_P-31.html,['Curtiss XP-31 Swift - Wikipedia'],335,0,370
10071-Curtiss_P-36_Hawk.html,['Curtiss P-36 Hawk - Wikipedia'],504,0,625
10072-Curtiss_P-19.html,['Curtiss XP-19 - Wikipedia'],,1,
10073-Curtiss_P-22_Hawk.html,['Curtiss XP-22 Hawk - Wikipedia'],325,0,
10074-Curtiss_P-17.html,['Curtiss P-6 Hawk - Wikipedia'],311,0,244
10075-Curtiss_P-23_Hawk.html,['Curtiss P-6 Hawk - Wikipedia'],311,0,244
10076-Curtiss_P-37.html,['Curtiss YP-37 - Wikipedia'],550,0,570
10077-Curtiss_P-46.html,['Curtiss XP-46 - Wikipedia'],571,0,325
10078-Curtiss_P-40.html,['Curtiss P-40 Warhawk - Wikipedia'],538,0,716
10079-Curtiss-Wright_XP-55_Ascender.html,['Curtiss-Wright XP-55 Ascender - Wikipedia'],630,0,635
1008-CAC_Wackett.html,['CAC Wackett - Wikipedia'],185,0,684
10080-Curtiss_P-60.html,['Curtiss P-60 - Wikipedia'],666,0,315
10081-Curtiss_P-62.html,['Curtiss XP-62 - Wikipedia'],721,0,1300
10082-Curtiss_P-42.html,['Curtiss XP-42 - Wikipedia'],507,0,730
10083-Curtiss_P-53.html,['Curtiss P-60 - Wikipedia'],666,0,315
10084-Curtiss_P-71.html,['Curtiss XP-71 - Wikipedia'],689,0,3000
10085-Curtiss_P-87_Blackhawk.html,['Curtiss-Wright XF-87 Blackhawk - Wikipedia'],970,0,1000
10086-Curtiss_XP-934.html,['Curtiss XP-31 Swift - Wikipedia'],335,0,370
10087-Curtiss_BTC.html,['Curtiss XBTC - Wikipedia'],602,0,1835
10088-Curtiss_BT2C.html,['Curtiss XBT2C - Wikipedia'],478,0,1435
10089-Curtiss_PW-8.html,['Curtiss P-1 Hawk - Wikipedia'],5,0,300
1009-CAC_Boomerang.html,['CAC Boomerang - Wikipedia'],491,0,930
10090-Curtiss_R-6.html,['Curtiss CR - Wikipedia'],312,0,281
10091-Curtiss_R-8.html,['Curtiss R2C - Wikipedia'],428,0,173
10092-Curtiss_USAO-1.html,['Bristol F.2 Fighter - Wikipedia'],198,0,369
10093-Curtiss_BF2C_Goshawk.html,['Curtiss BF2C Goshawk - Wikipedia'],410,0,725
10094-Curtiss_BFC_Goshawk.html,['Curtiss F11C Goshawk - Wikipedia'],325,0,522
10095-Curtiss_CR.html,['Curtiss CR - Wikipedia'],312,0,281
10096-Curtiss_CS.html,['Curtiss CS - Wikipedia'],166,0,1018
10097-Curtiss_CT.html,['Curtiss CT - Wikipedia'],172,0,300
10098-Aerolab_BiCamp.html,['Aerolab LoCamp - Wikipedia'],195,0,732
10099-Aerolab_HiCamp.html,['Aerolab LoCamp - Wikipedia'],195,0,732
101-List_of_aircraft_(Ts).html,['List of aircraft (Ts) - Wikipedia'],,1,
1010-CAC_Mustang.html,['CAC Mustang - Wikipedia'],636,0,1529
10100-Aerolab_LoCamp.html,['Aerolab LoCamp - Wikipedia'],195,0,732
10101-AeroLift_CycloCrane.html,['AeroLift CycloCrane - Wikipedia'],,1,
10102-AeroLites_Inc..html,['AeroLites - Wikipedia'],,1,
10103-AeroLites_Bearcat.html,['AeroLites Bearcat - Wikipedia'],110,0,
10104-AeroLites_Ag_Bearcat.html,['AeroLites Bearcat - Wikipedia'],110,0,
10105-AeroLites_Sport_Bearcat.html,['AeroLites Bearcat - Wikipedia'],110,0,
10106-AeroLites_AeroMaster_AG.html,['AeroLites AeroMaster AG - Wikipedia'],153,0,140
10107-AeroLites_AeroSkiff.html,['AeroLites AeroSkiff - Wikipedia'],152,0,
10108-Aeromarine.html,['Aeromarine - Wikipedia'],,1,
10109-Aeromarine_39.html,['Aeromarine 39 - Wikipedia'],117,0,273
1011-CAC_Kangaroo.html,['CAC CA-15 - Wikipedia'],711,0,1150
10110-Aeromarine_40.html,['Aeromarine 40 - Wikipedia'],114,0,250 miles (403
10111-Aeromarine_50.html,['Aeromarine 50 - Wikipedia'],121,0,
10112-Aeromarine_75.html,['Felixstowe F5L - Wikipedia'],140,0,830
10113-Aeromarine_700.html,['Aeromarine 700 - Wikipedia'],,1,
10114-Aeromarine_AM-1.html,['Aeromarine AM-1 - Wikipedia'],185,0,
10115-Aeromarine_AM-2.html,['Aeromarine AM-1 - Wikipedia'],185,0,
10116-Aeromarine_AM-3.html,['Aeromarine AM-1 - Wikipedia'],185,0,
10117-Aeromarine_AMC.html,['Aeromarine AMC - Wikipedia'],7,0,
10118-Aeromarine_AS.html,['Aeromarine AS - Wikipedia'],188,0,
10119-Aeromarine_AT.html,['Aeromarine AT - Wikipedia'],,1,
1012-CAC_Ceres.html,['CAC Ceres - Wikipedia'],,1,
10120-Aeromarine_BM-1.html,['Aeromarine BM-1 - Wikipedia'],201,0,
10121-Aeromarine-Klemm_AKL-27.html,['Klemm Kl 26 - Wikipedia'],8,0,768
10122-Aeromarine_M-1.html,['Aeromarine M-1 - Wikipedia'],126,0,
10123-Aeromarine_PG-1.html,['Aeromarine PG-1 - Wikipedia'],210,0,195
10124-Aeromarine-Klemm_AKL-25.html,['Klemm Kl 25 - Wikipedia'],140,0,650
10125-Aeromarine-Klemm_AKL-26.html,['Klemm Kl 26 - Wikipedia'],8,0,768
10126-Aeromarine-Klemm_AKL-60.html,['Klemm Kl 26 - Wikipedia'],8,0,768
10127-Aeromarine-Klemm_AKL-70.html,['Klemm Kl 25 - Wikipedia'],140,0,650
10128-Aeromarine-Klemm_Model_70_Trainer.html,['Klemm Kl 25 - Wikipedia'],140,0,650
10129-Aeromarine_Merlin.html,['Aeromarine Merlin - Wikipedia'],,1,
1013-CAC_Winjeel.html,['CAC Winjeel - Wikipedia'],299,0,
10130-Aeromere.html,['Aeromere - Wikipedia'],,1,
10131-Aeromere_Falco.html,['Sequoia Falco - Wikipedia'],325,0,1400
10132-Aeromere_M-100.html,['Morelli M-100 - Wikipedia'],,1,
10133-AeroMobil.html,['AeroMobil s.r.o. AeroMobil - Wikipedia'],200,0,700
10134-AeroMobil_3.0.html,['AeroMobil s.r.o. AeroMobil - Wikipedia'],200,0,700
10135-Aeromot.html,['Aeromot - Wikipedia'],,1,
10136-Aeromot_AMT-100_Ximango.html,['Aeromot AMT-100 Ximango - Wikipedia'],,1,
10137-Aeromot_AMT-100P_Ximango.html,['Aeromot AMT-100 Ximango - Wikipedia'],,1,
10138-Aeromot_AMT-100R_Ximango.html,['Aeromot AMT-100 Ximango - Wikipedia'],,1,
10139-Aeromot_AMT-200_Super_Ximango.html,['Aeromot AMT-200 Super Ximango - Wikipedia'],220,0,1000
1014-Commuter_Aircraft_Corporation.html,['Commuter Aircraft Corporation CAC-100 - Wikipedia'],,1,640
10140-Aeromot_AMT-200S_Super_Ximango_S.html,['Aeromot AMT-200 Super Ximango - Wikipedia'],220,0,1000
10141-Aeromot_AMT-600_Guri.html,['Aeromot AMT-600 Guri - Wikipedia'],,1,1.450
10142-Aeromot_TG-14A.html,['Aeromot AMT-200 Super Ximango - Wikipedia'],220,0,1000
10143-Aeronautica_Bonomi.html,['Aeronautica Bonomi - Wikipedia'],,1,
10144-Bonomi_BS.15_Bigiarella.html,['Bonomi BS.15 Bigiarella - Wikipedia'],,1,
10145-Bonomi_BS.17_Allievo_Cant%C3%B9.html,['Bonomi BS.17 Allievo Cantù - Wikipedia'],,1,
10146-Bonomi_BS.19_Alca.html,['Bonomi BS.19 Alca - Wikipedia'],120,0,
10147-Bonomi_BS.22_Alzavola.html,['Bonomi BS.22 Alzavola - Wikipedia'],100,0,
10148-Aeronautica_Lombarda_AL-3.html,['Aeronatica Lombarda AL-3 - Wikipedia'],,1,
10149-Aeronautica_Lombarda_GP.2_Asiago.html,['CVV 2 Asiago - Wikipedia'],,1,
1015-CAC-100.html,['Commuter Aircraft Corporation CAC-100 - Wikipedia'],,1,640
10150-Aeronautica_Lombarda_AL-12P.html,['Aeronautica Lombarda AL-12P - Wikipedia'],249,0,500
10151-AME_VI.html,['AME VI - Wikipedia'],190,0,500
10152-Aeronautica_Umbra.html,['Aeronautica Umbra - Wikipedia'],,1,
10153-Per_Il_Volo_Miniplane.html,['Per Il Volo Miniplane - Wikipedia'],,1,
10154-Pentecost_HX-1_Hoppi-Copter.html,['Hoppi-Copter - Wikipedia'],154,0,
10155-Per_Il_Volo.html,['Per Il Volo - Wikipedia'],,1,
10156-Percival_Type_D_Gull.html,['Percival Gull - Wikipedia'],233,0,700
10157-Percival_Type_E_Mew_Gull.html,['Percival Mew Gull - Wikipedia'],314,0,550
10158-Percival_Type_K_Vega_Gull.html,['Percival Vega Gull - Wikipedia'],280,0,660
10159-Percival_Type_Q.4.html,['Percival Petrel - Wikipedia'],314,0,700–750
1016-CAG_Toxo.html,['CAG Toxo - Wikipedia'],400,0,
10160-Percival_Type_Q.6.html,['Percival Petrel - Wikipedia'],314,0,700–750
10161-Percival_Type_Q_Petrel.html,['Percival Petrel - Wikipedia'],314,0,700–750
10162-Percival_P.28_Proctor.html,['Percival Proctor - Wikipedia'],253,0,500
10163-Percival_P.29_Proctor.html,['Percival Proctor - Wikipedia'],253,0,500
10164-Percival_P.30_Proctor.html,['Percival Proctor - Wikipedia'],253,0,500
10165-Percival_P.31_Proctor.html,['Percival Proctor - Wikipedia'],253,0,500
10166-Percival_P.40_Prentice.html,['Percival Prentice - Wikipedia'],275,0,505
10167-Percival_P.46_Youngman-Baynes_High_Lift.html,['Percival Vega Gull - Wikipedia'],280,0,660
10168-Percival_P.48_Merganser.html,['Percival Merganser - Wikipedia'],311,0,800
10169-Percival_P.49_Merganser_II.html,['Percival Merganser - Wikipedia'],311,0,800
1017-Changhe_Aircraft_Industries_Corporation.html,['Changhe Aircraft Industries Corporation - Wikipedia'],,1,
10170-Percival_P.57_Sea_Prince.html,['Percival Prince - Wikipedia'],359,0,400
10171-Percival_P.50_Prince.html,['Percival Prince - Wikipedia'],359,0,400
10172-Percival_P.54_Survey_Prince.html,['Percival Prince - Wikipedia'],359,0,400
10173-Percival_P.56_Provost.html,['Percival Provost - Wikipedia'],320,0,650
10174-Percival_P.66_Pembroke.html,['Percival Pembroke - Wikipedia'],350,0,1030
10175-Percival_P.66_President.html,['Percival Pembroke - Wikipedia'],350,0,1030
10176-Percival_P.74.html,['Percival P.74 - Wikipedia'],180,0,330
10177-Pereira_GP-3_Osprey_II.html,['Osprey Osprey 2 - Wikipedia'],,1,500
10178-Peris_JN-1.html,['Peris JN-1 - Wikipedia'],105,0,110
10179-Pereira_X-28A_Sea_Skimmer.html,['Osprey Osprey I - Wikipedia'],,1,
1018-Changhe_Z-8.html,['Aérospatiale SA 321 Super Frelon - Wikipedia'],,1,1020
10180-Performance_Aircraft.html,['Performance Aircraft - Wikipedia'],,1,
10181-Pereira_GP-2_Osprey_I.html,['Osprey Osprey I - Wikipedia'],,1,
10182-Performance_Aircraft_Formula_GT.html,['Performance Aircraft Formula GT - Wikipedia'],400,0,1500
10183-Performance_Aircraft_Legend.html,['Performance Turbine Legend - Wikipedia'],573,0,940
10184-Perry_Beadle_T.1.html,['Perry Beadle T.1 - Wikipedia'],105,0,
10185-Perry_Beadle_T.2.html,['Perry Beadle T.1 - Wikipedia'],105,0,
10186-Personal_Flight.html,['Personal Flight - Wikipedia'],,1,
10187-Personal_Flight_Sky-Bike.html,['Personal Flight Sky-Bike - Wikipedia'],48,0,
10188-Personal_Flight_Sky-Bike_Trike.html,['Personal Flight Sky-Bike Trike - Wikipedia'],48,0,
10189-Personal_Flight_Sky-Tender.html,['Personal Flight Sky-Tender - Wikipedia'],,1,
1019-Changhe_WZ-10.html,['CAIC Z-10 - Wikipedia'],270,0,800
10190-Ra%C3%BAl_Pateras_Pescara.html,['Raúl Pateras Pescara - Wikipedia'],,1,
10191-Petitbon_RP-40.html,['Petitbon RP-40 - Wikipedia'],200,0,500
10192-Pescara_Model_1_helicopter.html,['Pescara Model 3 Helicopter - Wikipedia'],13,0,0.736
10193-Pescara_Model_2_helicopter.html,['Pescara Model 3 Helicopter - Wikipedia'],13,0,0.736
10194-Pescara_Model_2F_helicopter.html,['Pescara Model 3 Helicopter - Wikipedia'],13,0,0.736
10195-Pescara_Model_3_helicopter.html,['Pescara Model 3 Helicopter - Wikipedia'],13,0,0.736
10196-Pescara_Model_4S_helicopter.html,['Pescara Model 3 Helicopter - Wikipedia'],13,0,0.736
10197-Peterson_260SE.html,['Wren 460 - Wikipedia'],260,0,980
10198-Petitbon.html,['Petitbon RP-40 - Wikipedia'],200,0,500
10199-Petlyakov.html,['Petlyakov - Wikipedia'],,1,
102-List_of_aircraft_(Tu).html,['List of aircraft (Tu) - Wikipedia'],,1,
1020-Changhe_Z-11.html,['Changhe Z-11 - Wikipedia'],,1,661
10200-Petlyakov_Pe-2.html,['Petlyakov Pe-2 - Wikipedia'],580,0,1160
10201-Petlyakov_Pe-3.html,['Petlyakov Pe-3 - Wikipedia'],530,0,1500
10202-Petlyakov_Pe-8.html,['Petlyakov Pe-8 - Wikipedia'],443,0,3700
10203-Petlyakov_VI-100.html,['Petlyakov VI-100 - Wikipedia'],535,0,1400
10204-Petr%C3%B3czy-K%C3%A1rm%C3%A1n-%C5%BDurovec.html,['Petróczy-Kármán-Žurovec - Wikipedia'],,1,
10205-Petrolini_El_Boyero.html,['FMA I.Ae.20 El Boyero - Wikipedia'],167,0,650
10206-Peyret_Al%C3%A9rion.html,['Peyret Tandem - Wikipedia'],,1,
10207-Peyret_Avionette.html,['Peyret Avionette - Wikipedia'],100,0,
10208-Peyret-Le_Prieur_seaplane.html,['Peyret-Le Prieur seaplane - Wikipedia'],,1,
10209-SFCA_Taupin.html,['SFCA Taupin - Wikipedia'],110,0,400
1021-China_Aviation_Industry_General_Aircraft_Primus_150.html,['CAIGA Primus 150 - Wikipedia'],,1,2500
10210-Douglas_RD.html,['Douglas Dolphin - Wikipedia'],240,0,692
10211-Douglas_R2D.html,['Douglas DC-2 - Wikipedia'],340,0,1000
10212-Douglas_R3D.html,['Douglas DC-5 - Wikipedia'],370,0,1600
10213-Douglas_R4D.html,['Douglas C-47 Skytrain - Wikipedia'],360,0,1600
10214-Douglas_R5D.html,['Douglas C-54 Skymaster - Wikipedia'],443,0,4000
10215-Douglas_SBD_Dauntless.html,['Douglas SBD Dauntless - Wikipedia'],410,0,1115
10216-Douglas_R6D.html,['Douglas DC-6 - Wikipedia'],,1,7995
10217-Douglas_SB2D.html,['Douglas BTD Destroyer - Wikipedia'],554,0,1480
10218-Douglas_T2D.html,['Douglas T2D - Wikipedia'],201,0,457
10219-Douglas_T3D.html,['Douglas XT3D - Wikipedia'],206,0,555
1022-Cairns_A.html,['Cairns A - Wikipedia'],230,0,
10220-Douglas_TBD_Devastator.html,['Douglas TBD Devastator - Wikipedia'],332,0,435
10221-Douglas_TB2D_Skypirate.html,['Douglas XTB2D Skypirate - Wikipedia'],550,0,1250
10222-Douglas_X-3_Stiletto.html,['Douglas X-3 Stiletto - Wikipedia'],2,0,432
10223-Douglas_XP-472.html,['Douglas XA-2 - Wikipedia'],210,0,400
10224-Douglas_XS-3.html,['Douglas X-3 Stiletto - Wikipedia'],2,0,432
10225-Douglas_Cloudster_II.html,['Douglas Cloudster II - Wikipedia'],369,0,950
10226-Douglas_D558-I_Skystreak.html,['Douglas D-558-1 Skystreak - Wikipedia'],048,0,1130
10227-Douglas_1-X.html,['Douglas O-2 - Wikipedia'],5,0,512
10228-Douglas_7.html,['Douglas A-20 Havoc - Wikipedia'],510,0,945
10229-Douglas_8.html,['Northrop A-17 - Wikipedia'],332,0,650
1023-Caldas_2G7_Vento.html,['Caldas 2G7 Vento - Wikipedia'],,1,
10230-Douglas_Boston.html,['Douglas A-20 Havoc - Wikipedia'],510,0,945
10231-Douglas_640.html,['Douglas A-4 Skyhawk - Wikipedia'],083,0,1008
10232-Douglas_DA-1_Ambassador.html,['Douglas DA-1 Ambassador - Wikipedia'],230,0,
10233-Douglas_D558-II_Skyrocket.html,['Douglas D-558-2 Skyrocket - Wikipedia'],941,0,2078
10234-Douglas_Dakota.html,['Douglas C-47 Skytrain - Wikipedia'],360,0,1600
10235-Douglas_DAM-1.html,['Douglas mailplanes - Wikipedia'],230,0,700
10236-Douglas_DB.1.html,['Douglas B-18 Bolo - Wikipedia'],348,0,900
10237-Douglas_DB.7.html,['Douglas A-20 Havoc - Wikipedia'],510,0,945
10238-Douglas_DC-1.html,['Douglas DC-1 - Wikipedia'],340,0,1000
10239-Douglas_DB.19.html,['Northrop BT - Wikipedia'],357,0,1000
1024-Calidus_B-250.html,['Calidus B-250 - Wikipedia'],557,0,2400
10240-Douglas_DC-3.html,['Douglas DC-3 - Wikipedia'],370,0,1370
10241-Douglas_DC-4.html,['Douglas DC-4 - Wikipedia'],450,0,3300
10242-Douglas_DC-4E.html,['Douglas DC-4E - Wikipedia'],394,0,2200
10243-Douglas_DC-5.html,['Douglas DC-5 - Wikipedia'],370,0,1600
10244-Douglas_DC-6.html,['Douglas DC-6 - Wikipedia'],,1,7995
10245-Douglas_DC-7.html,['Douglas DC-7 - Wikipedia'],653,0,5635
10246-Douglas_DC-8.html,['Douglas DC-8 - Wikipedia'],,1,9830
10247-Douglas_DC-9.html,['McDonnell Douglas DC-9 - Wikipedia'],,1,2800
10248-Douglas_DC-10.html,['McDonnell Douglas DC-10 - Wikipedia'],,1,9600
10249-Douglas_DF.html,['Douglas DF - Wikipedia'],269,0,1500
1025-Calipt%27Air.html,"[""Calipt'Air - Wikipedia""]",,1,
10250-Douglas_DF-151.html,['Douglas DF - Wikipedia'],269,0,1500
10251-Douglas_DF-195.html,['Douglas DF - Wikipedia'],269,0,1500
10252-Douglas_Dolphin.html,['Douglas Dolphin - Wikipedia'],240,0,692
10253-Douglas_DT.html,['Douglas DT - Wikipedia'],160,0,274
10254-Douglas_DWC.html,['Douglas World Cruiser - Wikipedia'],166,0,44342
10255-Douglas_DXD.html,['Northrop BT - Wikipedia'],357,0,1000
10256-Douglas_DT-202.html,['Northrop A-17 - Wikipedia'],332,0,650
10257-Douglas_Digby.html,['Douglas B-18 Bolo - Wikipedia'],348,0,900
10258-Douglas_FP-1.html,['Douglas Dolphin - Wikipedia'],240,0,692
10259-Douglas_DOS.html,['Douglas World Cruiser - Wikipedia'],166,0,44342
1026-Calipt%27Air_Serenis.html,"[""Calipt'Air Serenis - Wikipedia""]",48,0,
10260-Douglas_DST.html,['Douglas DC-3 - Wikipedia'],370,0,1370
10261-Douglas_FP-2.html,['Douglas Dolphin - Wikipedia'],240,0,692
10262-Douglas_Havoc.html,['Douglas A-20 Havoc - Wikipedia'],510,0,945
10263-Douglas_HXD.html,['Douglas DF - Wikipedia'],269,0,1500
10264-Douglas_M-1.html,['Douglas mailplanes - Wikipedia'],230,0,700
10265-Douglas_M-2.html,['Douglas mailplanes - Wikipedia'],230,0,700
10266-Douglas_L2D.html,['Douglas DC-3 - Wikipedia'],370,0,1370
10267-Douglas_LXD1.html,['Douglas DC-3 - Wikipedia'],370,0,1370
10268-Douglas_M-3.html,['Douglas mailplanes - Wikipedia'],230,0,700
10269-Douglas_M-4.html,['Douglas mailplanes - Wikipedia'],230,0,700
1027-Calipt%27Air_Vectis.html,"[""Calipt'Air Vectis - Wikipedia""]",53,0,
10270-Aviatik.html,['Aviatik - Wikipedia'],,1,
10271-Douglas_MO-2B.html,['Douglas mailplanes - Wikipedia'],230,0,700
10272-Douglas_Navy_Experimental_Type_D_Flying_Boat.html,['Douglas DF - Wikipedia'],269,0,1500
10273-DFW_Stahltaube.html,['Etrich Taube - Wikipedia'],100,0,140
10274-Douglas_Navy_Experimental_Type_D_Transport.html,['Douglas DC-4E - Wikipedia'],394,0,2200
10275-Douglas_Navy_Type_D_Transport.html,['Douglas DC-3 - Wikipedia'],370,0,1370
10276-Etrich_A.I.html,['Etrich Taube - Wikipedia'],100,0,140
10277-Etrich_A.II.html,['Etrich Taube - Wikipedia'],100,0,140
10278-Etrich_Luft-Limousine.html,['Etrich Luft-Limousine - Wikipedia'],,1,
10279-Etrich_Sport-Taube.html,['Etrich Sport-Taube - Wikipedia'],,1,
1028-Calipt%27Air_Walabis_Bi.html,"[""Calipt'Air Walabis Bi - Wikipedia""]",44,0,
10280-Etudes_Andre_Morin_M_85.html,['Morin M85 - Wikipedia'],190,0,
10281-Euler-Werke.html,['August Euler - Wikipedia'],,1,
10282-Euler_Hydro-triplane.html,['Euler Hydro-triplane - Wikipedia'],,1,
